Text,Sentiment
পারুটিটাও_চরম_বাসি_ছিলো,Negative
এরকম_বাজে_এক্সপেরিয়েন্স_কোনদিনও_হয়_নাই,Negative
বনানী_ব্রাঞ্চ_জীবনে_কোনদিনও_যাবো_না_বন্ধুদেরও_রেকমেন্ড_করবো_না,Negative
দুই_ব্রাঞ্চে_হসপিটালিটির_আকাশপাতাল_পার্থক্য_কারো_কাছেই_এক্সপেক্টেড_না,Negative
আশাকরি_ভবিষ্যতে_মাথায়_রাখবে,Positive
সুপারভাইজারের_সাথে_কথা_বলতে_চাইলে_আরেকজন_ওয়েটারকে_সুপারভাইজার_সাজিয়ে_কথা_বলার_জন্য_নিয়ে_আসে,Negative
বারবিকিউ_চিকেন_বার্গার_পুটিন_খেয়েছি,Positive
বার্গারে_মাংস_থেকে_পোড়া_গন্ধ_পেয়েছি,Negative
পুটিন_জঘন্য_খালি_আলু_মাংসের_নাম_নাই_পুরাই_ফালতু,Negative
কোয়ালিটি_কোয়ান্টিটি_দেখে_বাকরুদ্ধ,Negative
কিছুটা_ওভারপ্রাইজড,Negative
বার্গারের_টেস্ট_ভালো,Positive
ওনিয়ন_রিংস_অনেক_ভালো,Positive
জীবনে_কিছু_পাইলাম_না,Neutral
 খুবই_দুঃখ_জনক_smoking_জোন_আছে_বাচচাদের_খেলার_কোন_ব্যবস্তা_নেই,Negative
 সাথে_মুড়ি_দেবেন,Negative
_ইফতার_দিবে_আযান_হবার_পর,Negative
খুবি_বাজে_service,Negative
এসি_কাজ_করে_না,Negative
রোজা_রেখে_খেতে_আসবেন_না_অসুস্থ_হয়ে_যাবেন,Negative
কোয়ালিটি_জঘন্যরকম_খারাপ,Negative
গেস্টদের_জন্যে_এনে_টাকাগুলো_জলে_গেছে,Negative
খাবারটা_ভালোই_ছিলো,Positive
আরেকটু_বাড়ায়_দিলে_ভালো,Negative
পরিবেশ_খাবারের_মান_দুটাই_ভাল_লাগছে,Positive
সুন্দর_ব্যবহার_ভালো,Positive
খাবারের_মান__অসাধারন,Positive
বন্ধু_বান্ধব_পরিবার_নিয়ে_সময়_কাটানোর_মতো_যথেষ্ঠ_ভালো_প্লেস,Positive
সব্বাই_একবার_হলেও_দেখে_আসবেন,Positive
আমরা_নিয়ে_এসেছি_ব্যতিক্রমী_মজাদার_একটা_প্লেটার,Positive
খুব_শীঘ্রই__Platter_Town_Lounge_&_Restaurant_চালু_হবে,Positive
আপনাদের_ভালবাসা_Twinkles_এর_মতো_Platter_Town_এ,Positive
Platter_Town_এর_পেইজটি_লাইক_দিয়ে_সাথে_থাকবেন,Positive
ভালবাসায়_সামনে_এগিয়ে_যাওয়ার_অনুপ্রেরণা,Positive
সুন্দর_পরিবেশন_মার্জিত_ব্যবহারই_পারে_ব্যবসায়িক_লক্ষ্য_অর্জনের_সহায়ক_হতে,Positive
সেমিনারের_সফল_আয়োজন,Positive
রেস্টুরেন্ট_আজ_শুক্রবার_সন্ধা_৭_টা_থেকে_রাত_১১_টা_পর্যন্ত_পার্টি_রিজার্ভড_থাকবে,Positive
এই_সময়টাতে_বাইরের_অন্য_কোন_অতিথি_কে_জায়গা_দিতে_না_পারার_জন্য_দুঃখিত,Positive
সহযোগিতা_কাম্য,Positive
রেস্টুরেন্টের_স্পেশাল_হিট_আইটেম,Positive
২_জনের_জন্য_পারফেক্ট_খাবার,Positive
বিরিয়ানি_পাওয়া_যায়,Positive
প্রাইজ_কিরকম,Neutral
অনুরোধ_ও_চাহিদার_কথা_চিন্তা_করে_ফিরে_আসলাম_আমাদের_নিজস্ব_স্বকীয়তা_এবং_নতুনত্ব_নিয়ে,Positive
লোভনীয়_প্লেটারের_স্বাদের_রাজ্যে_স্বাগতম_জানাই_,Positive
এক_কথায়_সেরা,Positive
খুবই_বাজে,Negative
পনেরো_দিন_আগেই_খাবারের_মেনু_এবং_সময়_নিশ্চিত_করে_অগ্রিম_বুকিং_দেই,Positive
বিরক্তকর,Negative
মেনাজারের_কোথায়_কাচ্চি_সিলেক্ট_করেছি,Negative
এইটা_নাকি_বেস্ট_আইটেম,Negative
খাবারের_সময়_বুঝতে_পারলাম_রাইস_থেকে_পোড়া_গন্ধ_বের_হচ্ছে,Negative
তেলে_ভরপুর_,Negative
কাচ্ছিতে_খাসির_হাড্ডি_চর্বি_ছাড়া_কিছু_পেলামনা,Negative
অফিসিয়াল_মিটিং_রাত_হলে_যাওয়ায়_লেডিস_গেস্টরা_না_খেয়েই_চলে_গেলো,Negative
বাকিরা_কোনমতে_অল্প_কিছু_খেতে_পেরেছে,Negative
বলেছিল_সময়_দিতে_খাবার_চেঞ্জ_করে_দিবে,Positive
সময়_হাতে_ছিলনা_কারণ_কয়েকজন_গেস্ট_ঢাকায়_বেক_করবেন,Negative
সময়_না_নষ্ট_করে_ওই_অবস্থায়_চলে_যেতে_হয়,Negative
পার্সেল_নিয়ে_গেছে,Neutral
৫_জন_অপেক্ষা_করেছে_আধা_ঘণ্টা,Negative
এ_সি_চলেনা,Negative
গরমে_৩_তলায়_গানের_সাউন্ডে_মিটিংটা_করা_গেলনা,Negative
গান_বাজনার_জন্য_ভাড়া_দেন_সাউন্ড_প্রুপ_করেনি,Negative
অফিসিয়াল_মিটিং_কেনো_একসেপ্ট_করে,Negative
খুবই_লজ্জায়_পড়ে_গেলাম,Negative
রেস্টুরেন্ট_সিলেক্ট_করে_প্রোগ্রাম_অ্যারেঞ্জ_করেছি,Positive
সার্ভিস_অত্যধিক_খারাপ,Negative
শেষে_৬৭৫_টাকা_ডিসকাউন্ট_দিয়ে_শান্তনা_দিল,Positive
 অনাকাঙ্ক্ষিত_ভুল_আন্তরিক_দুঃখ_প্রকাশ_করছি,Positive
ভুলের_সহজ_সমাধান_ঠিকানা_ফোন_নাম্বারটি_দিবেন,Positive
অতি_দ্রুত_আপনার_সাথে_যোগাযোগ_করছি,Positive
অনেক_ধন্যবাদ_ভুল_ধরিয়ে_দেওয়ার_জন্য,Positive
সুযোগ_দিন_খারাপ_অভিজ্ঞতাটা_দূর_করে_দিতে,Positive
ব্যাপক_সাড়া_ফেলায়_প্ল্যাটারগুলোর_মেয়াদ_১৫ই_অক্টোবর_পর্যন্ত_বৃদ্ধি_করা_হলো,Positive
দেরি_কেন,Negative
চিটাগাং_লাউঞ্জে_চলে_আসুন_নিয়ে_আপনার_দলবল,Positive
খেয়ে_ফেলতে_ইচ্ছে_করছে,Positive
মজাদার_হরেক_রকম_খাবার,Positive
পরিবেশন'টা_অনেক_অনেক_ভালো_লাগলো,Positive
বলার_ভাষা_ই_নাই,Positive
সুস্বাদু_খাবার_সত্যিই_রয়েল_ডাইন_ছাড়া_অসম্ভব,Positive
Take_Away_তেও_পাবেন__অফার,Positive
 তাও_আবার_এরকম_অফারের_সাথে,Positive
শীতে_হয়ে_যাক_গরম_গরম_Pizza,Positive
 অফার_পেতে_পিজ্জার_ছবি_সহ_ফুড_গ্রুপে_চেক_ইন_আবশ্যক,Positive
Burger_এর_পর_নিয়ে_এলাম_আরও_একটি_BoGo_অফার,Positive
ঐতিহ্যবাহী_বিফ_তেহারি,Positive
কাচ্চির_ভীড়ে_চেষ্টা_করেছি_অন্য_রকম_কিছু_আয়োজন_করতে,Positive
চারদিকে_কাচ্চি_কাচ্চি_আর_কাচ্চি,Positive
অনেকেরই_প্রিয়_Tandoori_Meal_প্লেটারটি_পাওয়া_যাবে,Positive
খেতে_ইচ্ছে_করছে,Positive
ডিসকাউন্ট_দেন_নাই,Negative
আকর্ষনীয়_Couple_Platter,Positive
খাবার_অনেক_টেস্ট_হয়েছে,Positive
শনিবার_লালখান_বাজার_শাখায়_লাঞ্চ_করলাম,Positive
কাস্টমার_ডিমান্ডের_কথা_বিবেচনা_করে_অফারটি_আমরা_২_অক্টোবর_পর্যন্ত_চালিয়ে_যাব,Positive
পার্সেলে_BoGo_অফার_প্রযোজ্য_নয়,Negative
তুলনামূলক_কম_দামে_একটি_সেট_মিল_Tandoori_Meal,Positive
মুরগি_তো_সস্তা,Positive
এক_টুকরা_মুরগি_দিয়ে_৩০০__টাকা,Negative
এইগুলা_কি_হক_হচ্ছে,Negative
মানুষ_অনেক_বুদ্ধিমান,Positive
 খাবারের_নাম_দিয়ে_গুগল_থেকে_জেনে_যায়,Positive
এরাবিয়ান_খাদ্য_আছেটা_কি_বলবেন,Neutral
ভালো_রেস্পন্স_দেখে_প্লেটারটি_রেগুলার_মেনুর_সাথে_সংযুক্ত_করার_সিদ্ধান্ত_নিয়েছি,Positive
আধা_প্লেট_আলুভাজি_ফ্রেঞ্চ_ফ্রাই_দাম_রাখে_১৬৫_টাকা,Negative
কি_অদ্ভুত,Neutral
এক_কথায়_রেঞ্জের_মধ্যে_ভালো_খাবার,Positive
সত্যিই_বেশ_নিরিবিলি_অনন্য_পরিবেশ,Positive
যেমনি_মনোমুগ্ধকর_তেমনি_খাবার_গুলোই_ফ্রেশ_,Positive
স্বাস্হ্যসম্মত_খাবারের_রেস্টুরেন্ট_মধ্যে_সেরা_মানের_রেস্টুরেন্ট,Positive
অপেক্ষায়_আছি_ভালো_কিছুর ,Positive
বিজয়_অফার_চলতেছে_সবোর্চ্চ_৩০_ছাড়,Positive
অনেক_শুভ_কামনা,Positive
পাতেসাপটা_অনেক_টেস্টি,Positive
সফলভাবে_আয়োজনটা_শেষ_পারলাম,Positive
ছোটোখাটো_বিয়ের_অনুষ্ঠান_শেষ_করলাম,Positive
খাবারগুলো_না_অনেক_মজা_হয়েছিল,Positive
সকল_পাস্তা_ও_পিজ্জার_উপর_১৫_ডিসকাউন্ট,Positive
সাময়িক_কাজের_জন্য_রেষ্টুরেন্ট_বন্ধ,Negative
তার_জন্য_আন্তরিকভাবে_দুঃখিত,Positive
ঝাল_প্রেমীদের_শুরু_হতে_যাচ্ছে_নাগা_ফেস্ট,Positive
নিয়ে_এসেছি_নতুন_তিন_রকমের_সেট_আইটেম,Positive
হোম_ডেলিভারি,Positive
কোকা_কোলা_থাকছেই,Positive
বন্ধুদের_বেশী_বেশী_করে_Comment_এ_tag_করো_আর_জয়ী_হয়ে_জিতে_নাও_এক_জন_বন্ধু_সহ_পাস্তা,Positive
ইফতার_মিল_খাওয়ার_জন্য_কেমন_কইরা_টেগাইতেছে,Negative
এই_রমজানে_আমাদের_ভিন্ন_রকমের_আয়োজন_নিয়ে_আপনাদের_মাঝে_আমরা_নিয়ে_এসেছি_চার_রকমের_সেট_আইটেম,Positive
৫২০_টাকায়_উপভোগ_করতে_পারবেন_আনলিমিটেড_পাস্তা,Positive
 মান_ভাল_হবে,Positive
বদলাবেন_না,Positive
খাবারের_মান_ধরে_রাখার_চেষ্টা_করি_গ্রাহকদের_সন্তুষ্টি_অর্জনের_চেষ্টা_করে,Positive
সুন্দর_গোছানো_নিরিবিলি_পরিবেশ_সাপোর্টিভ_খাবারের_দিকে_আরেকটু_নজর_দিতে_হবে,Positive
ছোট_খুত_আছে,Negative
সব_মিলিয়ে_বিচারে_৮_১০_বা_৯_১০,Positive
সর্বোচ্চ_খাদক_১১_টা_বার্গার_খেয়েছেন,Neutral
সিট_সীমিত_বুকিং_দিয়ে_আসলে_ভালো_হয়,Positive
২_টি_শাখায়ই_বুকিং_চলছে,Positive
আনলিমিটেড_বার্গার_উৎসব_মাত্র_৪৫০_টাকায়,Positive
হ্লায়_মানুষ_না_অন্যকিছু,Negative
পেঠের_ভিতর_দৈত্য_আছে,Negative
কয়েক_বার_খেয়েচি_প্রতি_বার_লেইট,Negative
দাম_অনুযায়ী_খাবারের_মানটা_আহামরি_কিছু_না,Negative
 ড্রিংকস_গ্লাসে_সার্ভ_করে_কাস্টমার_থেকে_২০_টাকা_মারার_ধান্দাবাজি_ছাড়েন,Negative
স্পাইসি_মিষ্টির_মাঝে_গন্ডগোল_করবেন_না,Negative
Peri_Peri_টা_ঝাল_হয়_মিষ্টি_না,Negative
জায়গা_টা_সুন্দর,Positive
অন্য_সব_রেস্টুরেন্টের_চেয়ে_বড়ও,Positive
ফ্যামিলি_ফ্রেন্ডদের_নিয়ে_যাওয়ার_জন্য_বেস্ট,Positive
ফুড_কোয়ালিটি_ভালো,Positive
পরিবেশ_ভালো,Positive
ডেকোরেশন_অনেক_ভালো,Positive
সার্ভিস_ভালো_করতে_হবে,Positive
পরিবেশটা_ধারুন,Positive
খাবারের_মান_পরিবেশনটা_ভালো,Positive
 জিনিসটা_খারাপ_লাগল,Negative
খেজুর_নাই,Negative
ইচ্ছের_বিরুদ্ধে_জোর_করে_সার্ভিং_করতেসে_এরকম_আচরণ,Negative
খাওয়া_শেষের_পরে_সালাদ_আনা,Negative
জঘন্য_আচরণ_রেস্টুরেন্ট_টিকিয়ে_রাখসে_ক্যাম্নে_আল্লাহ_মালুম,Negative
বাসমতী_চাউলের_কক_চিকেন_দিয়ে_চিকেন_দম_বিরানী,Negative
সেই_ছিলো_বিরিয়ানি_টা,Positive
খেতে_চাইলে_চলে_আসুন,Positive
খুবই_স্বল্প_দামে_লাঞ্চ_মেন্যু_নিয়ে_হাজির_হল,Positive
অফার_দুপুর_১টা_থেকে_বিকাল_৪টা_অবধি_পাওয়া_যাবে,Positive
সবগুলো_আইটেম_রুফটপের_জন্য_প্রজোজ্য,Positive
চেকইন_আবশ্যক,Negative
পার্সেল_ও_কি_একি_দাম,Neutral
৩_জন_ট্যাগদাতাকারী_পাবেন_ফুচকা_প্লেটার_ফ্রী,Positive
ফুচকা_প্লেটার_ফ্রী,Positive
ট্যাগ_করুন,Neutral
খাওয়া_চলবে_অবিরাম,Positive
আড্ডা_চলবে_অবিরাম,Positive
খোশ_গল্পে_মেতে_উঠুন_রফটপে,Positive
শনিবার_পাওয়া_যাবে_হরেক_রকমের_ফুচকার_সমাহার,Positive
রুফটপ_মেন্যুতে_পুরোদমে_৫_ডিস্কাউন্ট_,Positive
দেরী_না_করে_রুফটপ_ম্যানুটি_উপভোগ_করতে_চলে_আসুন,Positive
হ্যা_ট্যাগ_দিতে_ভুল_করবেন_না,Neutral
শীতের_হিমেল_হাওয়ায়_দখিনা_বাতাস_পড়ন্ত_বিকেলের_রোদ_এসে_উকি_দেবে_সাথে_যদি_চিকেন_চাপ,Positive
রেগুলার_প্রাইজ_দিয়ে_নিতে_হবে,Negative
দেরী_ন_গরি_তাড়াতাড়ি_চলি_আইয়ুন_দি_প্লেটার_রেস্টুরেন্টত,Positive
চেক_ইন_দিলি_সফট_ড্রিঙ্কস_ফ্রী,Positive
ভিন্ন_স্বাদের_জ_দ্যা_প্লাটার_রেস্টুরেন্টে_ভিন্ন_টেস্টের_বিরিয়ানি,Positive
এইপ্লেটারটি_১২০_টাকায়_উপভোগ_করতে_ছবিসহ_ফুডগ্রুপে_একটা_রিভিউ_দিয়ে_জানাতে_হবে_কেমন_লেগেছে,Positive
কম_টাকায়_মুখের_রুচির_পেট_ভর্তির_ধারুণ_সুযোগ,Positive
খাবার_নিয়ে_অভিযোগ_থাকলে_কর্তৃপক্ষকে_জানিয়ে_ভালো_সার্ভিস_জন্য_সহযোগিতা_করবেন,Positive
আর_এমনি_সুযোগ_থাকছে_আপনাদের_জন্য,Positive
পূর্বের_হাবিবি_প্লেটারের_চিকেন_আইটেমে_পরিবর্তন_করে_নিয়ে_এসেছি_আরো_দুইটি_ভিন্ন_স্বাদের_চিকেন_আইটেন,Positive
অফারটি_অফার_চলাকালীন_সময়_দুপুর_১২_টা_থেকে_রাত_৯_টা_পর্যন্ত,Positive
চাহিদার_কথা_বিবেচনায়_হাবিবি_প্লেটার_শুধুমাত্র_৪_দিনের,Positive
স্বল্প_টাকায়_সুস্বাদু_মুখরোচক_খাবারের,Positive
ঢাকায়_কোনো_শাখা_নাই,Negative
খাবারের_সাথে_ছবির_মিল_থাকে_না,Negative
বিদ্যুৎ_বিভ্রাটের_কারণে_মার্কেট_৪দিন_বন্ধ_থাকায়_সম্মানিত_গ্রাহক_যারা_এখনো_অফারটি_উপভোগ_করতে_পারেননি_তাদের_জন্য_ধারুণ_সুযোগ,Negative
যাবি_নাকি_খালি_ভাই_ব্রাদারের_সাথেই_যাবি,Positive
কম_টাকায়_অনেক_গুলো_আইটেম_খেতে_এই_আয়োজন,Positive
সব_কিছুই_ভালো,Positive
খুব_ভালো_রেস্টুরেন্ট,Positive
সব_মিলে_অসাধারণ,Positive
সার্ভিসও_অনেক_ভালো,Positive
খাবারগুলা_অনেক_মজার,Positive
খাবার_আসলেই_খুব_ভাল_ছিলো,Positive
ভালো_খাবার_কম_দামে_পাওয়া_যায়_না,Positive
খুব_সুন্দর_পরিষ্কার_পরিচ্ছন্ন,Positive
ব্যবহার_খুবই_ভাল,Positive
খুবই_আন্তরিক,Positive
এক_কথায়_অসাধারন,Positive
ভালো_খাবার_খাইতে_চাইলে_আসার_দাওয়াত_রইল,Positive
খাইতে_পারেন,Positive
খাবার_গুলা_অনেক_ভাল,Positive
এবারেও_থাকছে_চমক,Positive
এই_প্লেটারে_একই_সাথে_পাবেন_রাইস_মিলের_সাথে_ভিন্ন_ভিন্ন_স্নেক্স_এর_ভিন্ন_ভিন্ন_টেস্ট_নেওয়ার_চমৎকার_সুযোগ,Positive
একা_এক_সাথে_দুইটা_প্লেটার_খেয়ে_শেষ_করতে_পাবেনা,Positive
থাই_সুপ_অন্থন_ফ্রী,Positive
চলুন_শুরু_করা_যাক,Positive
আইটেম_পরিমান_বেশী_খেয়ে_বাকি_খাবার_পার্সেল_করলে_অতিরিক্ত_১০_টাকা_লাগবে,Negative
অফার_চলছে,Positive
উপভোগ_করেন_নি_দ্রুত_চলে_আসুন,Positive
আমাদের_পেইজে_দেখেন,Positive
পিয়াজ__আপ্নেরা_ভারত_থেকে_কিনে_আনেছন,Neutral
পাকিস্তান_থেকে,Neutral
খাবারের_কোয়ালিটি_কোয়ান্টিটি_দু'টোই_খুব_ভালো,Positive
বিহেইভিয়ারও,Positive
পজিটিভ_রেটিংক্স_দেখে_খেতে_গেলাম,Positive
অবশ্যই_আসার_সর্বোচ্চ_চেষ্টা_করবো,Positive
ফুড_ব্যাংকে_রিভিউ_দিবো_,Positive
অসাধারণ_আইটেমের_টেস্ট_,Positive
অফার_টা_পছন্দ_মিস_করবো,Positive
অফার_থাকবে_পার্সেল_নিতে_পারবেব,Positive
চমক_তো_থাকবেই,Positive
১৫৯_টাকায়_সিটিজেন_রেস্টুরেন্ট_দিচ্ছে_দারুণ_এক_প্লেটার,Positive
আগে_পেতে_বুকিং_দিতে_পারেন,Negative
নির্দিষ্ট_সময়_সংখ্যক_থাকবে_অফার,Positive
বৈশাখী_অফারটাই_চলবে,Positive
৯৯_প্লেটারটি__বন্ধ_আছে,Negative
পার্সেলে_একই_দামে_সব_অফারের_খাবার_সরবরাহ_করি,Positive
হোম_ডেলিভারি_দিই_না,Negative
 অফারটি_যতখুশি_উপভোগ_করতে_পারবে,Positive
খাওয়ার_জন্য_আসতেছি,Positive
চল_শনিবারে_খাই,Positive
সরকারি_কমার্স_কলেজের_শিক্ষার্থীদের_৯৯_টাকা_অফার_উপভোগ,Positive
ধন্যবাদ_কৃতজ্ঞতা_জানাই_,Positive
গ্রহককে_নিজ_দায়িত্বে_নিয়ে_যেতে_হবে,Negative
যত_খুশি_উপভোগ_করার_অনুরোধ_রইল,Positive
নিউ_মার্কেট_কিংবা_রিয়াজ_উদ্দিন_বাজার_পাশ্ববর্তী_এলাকাতেই_আমাদের_অবস্থান,Positive
পুলিশ_প্লাজা_বললে_চিনিয়ে_দিবে,Positive
99_টাকা_অফারটা_এখনও_আছে,Positive
গ্রাহকদের_সাড়া_পেয়ে_কৃতজ্ঞ_আনন্দিত,Positive
গ্রাহকদের_জানাই_আন্তরিক_শুভেচ্ছা_অভিনন্দন,Positive
কিডস_কর্ণার_গ্রাহকদের_জন্য_প্রস্তুত,Positive
গ্রাহকদের_শিশুরা_আইটেমগুলো_ইউজ_করতে_পারবে_যতখুশি,Positive
নতুন_অফার,Positive
দাম_কত_নির্ধারণ_করতে_পারি_জানাবেন,Positive
সবাইকে_মতামতের_জন্য_আন্তরিক_ধন্যবাদ,Positive
চিকেন_চিংড়ির_সমন্বয়ে_সুস্বাদু_খাবার,Positive
খাবেন_তো_খাবেন_পেট_ভর্তি_হলে_চামচ_চাটবেন,Positive
সর্বনিম্ন_দামে_লায়লী_মজনু_প্লেটার,Positive
নিয়ে_এসেছি_গ্রান্ড_প্লেইট_অফার,Positive
আকর্ষণীয়_পরিবেশে_ডি_এস_এল_দিয়ে_ফ্রি_ছবি_তুলে_দেয়া_হয়,Positive
সুসজ্জিত_স্টেইজ,Positive
বার্থ_ডে_আয়োজন_ফ্রি_স্টেইজ_ডেকুরেশন ,Positive
স্পিকার_দিয়ে_কথা_বলা_মিউজিক্যাল_সাউন্ড_সিস্টেম_ফ্রি_ব্যবস্থা,Positive
একই_সাথে_২৫০_জনের_বসার_অনুষ্ঠান_উপভোগের_ব্যবস্থা,Positive
সম্পূর্ণ_ফ্রি_তে_ওয়াইফাই_ব্যবহারের_সুযোগ,Positive
বন্ধুরা_দেরি_কেন,Positive
অফার_উপভোগ_করুন,Positive
দুপুরবেলা_আসতে_পারি,Positive
লোকেশন_প্লিজ,Neutral
এত_সুযোগ_সুবিধা ,Positive
এর_চাইতে_ভাল__কি_হইতে_পারে,Positive
কম_দামে_সুবিধা,Positive
খাবারের_মান_কেমন_কেউ_জানেন,Neutral
অবাক_হচ্ছেন_বুঝি,Neutral
লাভ_করি_সীমিত,Positive
ভালো_লাগবে,Positive
খেয়ে_দেখুন,Positive
গ্রাহকদের_জন্য_জামাই_আদর_অফার,Positive
প্লেইট_কিনলে_আরেকটি_সম্পূর্ণ_ফ্রি,Positive
এক্কেরে_মন_খুশ_করার_মতো,Positive
ভালো_রেস্টুরেন্ট,Positive
খাবারগুলো_সত্যিই_খুব_মজার,Positive
জায়গাটাও_অনেক_সুন্দর,Positive
সব_মিলিয়ে_অসাধারণ,Positive
প্লেটার_টা_সেরা_ছিলো,Positive
খাবার_খেয়ে_তৃপ্তি_পেয়েছি_যতবার_খেয়েছি,Positive
খুদ্র_পরিসরে_এক_কথাই_অসাধারণ,Positive
ফ্রিতে_বার্থডে_জোন_ডিএসএলআর_ক্যামেরার_সুব্যবস্থা,Positive
চলে_আসুন_রেস্টুরেন্টে,Positive
আড্ডায়_আড্ডায়_মেতে_উঠুন_রেস্টুরেন্টে,Positive
শীতকালীন_ধামাকা__অফার,Positive
রাইস_কম্বো_সাথে_থাকছে_থাই_সুপ,Positive
কোথায়_পাওয়া_যাবে,Neutral
আগামীকাল_ঈদুল_মিলাদুন্নবী_উপলক্ষে_আমাদের_রেস্টুরেন্ট_বন্ধ_থাকবে,Positive
ধামাকা_অফার_লুফে_নিতে_চলে_আসুন_রেস্টুরেন্টে,Positive
পার্সেল_অর্ডার_দিতে_চাচ্ছি,Positive
ডেলিবারি_সিস্টেম_আছে_কি,Neutral
ফ্রাইড_রাইস_বিরিয়ানি_রাইস_খেতে_খেতে_অভক্তি_এসে_গেছে_রেস্টুরেন্ট_নিয়ে_আসলো_নতুন_প্লেটার,Positive
সব_ঠক_বাজি,Negative
মুরগির_মাংসটা_যত_বড়_দেখায়_আসলে_বর_নয়,Negative
পুলিশ_প্লাজা_সাময়িক_অসুবিধার_কারণে_অনিবার্য_বসত_আজকে_পুলিশ_প্লাজা_বন্ধ_থাকিবে,Negative
হাটি_হাটি_পা_পা_করে_দেখতে_দেখতে_কেটে_গেলো_আড্ডা_রেস্টুরেন্ট_এর_সফলতার_একটি_বছর,Positive
রেস্টুরেন্ট_ভোজনরসিকদের_উপহার_দিয়েছেন_নানান_রকম_প্লেটার,Positive
আজ_২৮শে_সেপ্টেম্বর_রোজ_শনিবার_আমাদের_আড্ডা_রেস্টুরেন্ট_এর_প্রথম_বছর_পূর্তি,Positive
আমন্ত্রণ_জানাচ্ছি_নতুনত্ব_প্লেটার_গুলো_উপভোগ_করার_জন্য,Positive
নানান_আয়োজন_নিয়ে_২৮_শে_সেপ্টেম্বর_থেকে_৩_অক্টোবর_পর্যন্ত_বর্ণিল_সাজে_সজ্জিত_থাকবে,Positive
চলে_আসুন_আড্ডা_রেস্টুরেন্টে,Positive
সফলতা_কামনা_করছি,Positive
শুভ_কামনা_অাগামী_দিনগুলোর_জন্য,Positive
সেজোয়ানী_রাইস_টি_তে_১৮_রকমের_মসলা_ব্যবহার_করা_হয়েছে,Positive
সবার_কাছে_প্লেটারটি_ভালো_লাগবে,Positive
সবসময়_খাচ্ছেন,Positive
দৃষ্টি_আকর্ষণ,Positive
সাময়িক_অসুবিধার্থে_Buy_one_Get_one_Burger_অফারটি_আজকে_থেকে_বন্ধ_থাকিবে,Negative
অফার_দিলো_কখন_কিছুই_জানতে_পারলাম_না,Negative
অফার_টা_ছিল_তাও_জানতাম_না ,Negative
সাময়িক_অসুবিধার_কারণে_নতুন_এই_প্লেটারটি_কিছু_দিনের_জন্য_বন্ধ_ছিল,Negative
আজকে_থেকে_আবার_পাওয়া_যাবে_এই_প্লেটারটি,Positive
পারসেল_হবে_লাভ_লাইন,Positive
ফুডপ্রেমিদের_বিশেষ_অনুরোধ_চাহিদার_কারণে_পাওয়া_যাচ্ছে,Positive
19_তারিখ_খোলা_থাকবে,Positive
অনেক_সুন্দর,Positive
 এই_অপারগুলা_কয়_তারিখ_পর্যন্ত_থাকবে,Neutral
বছর_শেষে_ধামাকা_অফার_99_এবং_199_টাকায়_ধামাকা,Positive
নিজে_উপভোগ_করুন__অন্য_বন্ধুদের_উপভোগ_করার_সুযোগ_দিন,Positive
অফার_উপভোগে_ফটো_পোস্ট_রিভিউ_প্রযোজ্য,Negative
অনলাইন_পার্সেল_অর্ডার_অফারে_প্রযোজ্য_নয়,Negative
স্ব_শরীরে_পার্সেল_নিতে_পারবেন,Positive
লাঞ্চ_আওয়ারে_আইটেম_এভেইলেবল,Positive
অভূতপূর্ব_সাড়া_পেয়ে_আবারো_আমাদের_আয়োজন_শুধুমাত্র_আগামী_তিন_দিনের_জন্য,Positive
পার্সেল_১০৳_চার্জ_প্রযোজ্য,Negative
শীত_শীত_লাগছে_তাই_না,Neutral
শীতের_পূর্বে_শীতের_উষ্ণ_উপহার_হিসেবে_Lake_Dine_দিচ্ছে_১২০_ও_১৪০_এবং_২০০টাকায়_খাবার_গ্রহণের_সুযোগ,Positive
খেতে_গেলে_বলে_সময়_শেষ,Negative
Nachos_কিছুটা_নাচা_নাচি_ভাব_জিনিসটা_কুরমুরে_চিপসের_কয়েকপদের_মাখানো_সস_পরিমিত_চিজ_চিকেনের_কম্বিনেশন,Positive
কল_দিলে_কেউ_রিসিভ_করেনা,Negative
LAKE_DINE_পরিবার_গভীরভাবে_ব্যাথিত,Positive
ধামাকা_অফার_শুরু_আরেক_বার,Positive
পেঁয়াজ_দেখি_না_আইটেমে,Negative
ইটার_প্রাইজ_কত,Neutral
ক্যাম্পেইন_করলে_কেমন_হয়,Positive
৫_জনের_জন্য_থাকবে_আয়োজন,Positive
পরামর্শ_থাকলে_দিন_প্লীজ,Positive
খাওয়া_দাওয়া_হলো_সাথে_প্রিয়_সেন্টমার্টিন_পরিস্কার_থাকল,Positive
যারাই_আনবেন_LAKE_DINE_এর_পক্ষ_থেকে_থাকবে_ডিনারের_ব্যবস্থা,Positive
বস্তাটা_টেকনাফে_এনে_কোন_ময়লা_ফেলার_স্থানে_ফেলব,Positive
জাহাজ_ঘাটের_আশে_পাশেই_থাকার_কথা_এমন_জায়গা,Positive
২_৩_মিনিট_এর_একটা_ভিডিও_গ্রুপে_আপলোড_করবেন_যাতে_থাকবে_ময়লা_সংগ্রহ_বস্তায়_ভরা_টেকনাফে_নিয়ে_আসা_নির্দিস্ট_স্থানে_ফেলা,Positive
দারুন_উদ্যেগ,Positive
